No.,Time,Source,Destination,Protocol,Length,Info,,,,,,,,,,,,,,,time 2,time 1,delay 1,delay 2,jiter
328,196.157554,192.168.43.53,69.171.250.60,TCP,1414,"[TCP Retransmission] 53442  >  443 [PSH, ACK] Seq=676 Ack=475 Win=65249 Len=1360",,,,,,,,,,,,,,,198.907485,196.157554,2.749931,1.206681,1.54325
329,198.907485,192.168.43.53,69.171.250.60,TCP,1414,"[TCP Retransmission] 53442  >  443 [PSH, ACK] Seq=674 Ack=475 Win=65249 Len=1360",,,,,,,,,,,,,,,200.114166,198.907485,1.206681,0.002962,1.203719
332,200.114166,69.171.250.60,192.168.43.53,TCP,54,443  >  53442 [ACK] Seq=475 Ack=2036 Win=5875 Len=0,,,,,,,,,,,,,,,200.117128,200.114166,0.002962,0.040311,0.037349
333,200.117128,69.171.250.60,192.168.43.53,TLSv1.3,89,Application Data,,,,,,,,,,,,,,,200.157439,200.117128,0.040311,0.312509,0.272198
334,200.157439,192.168.43.53,69.171.250.60,TCP,54,53442  >  443 [ACK] Seq=2036 Ack=510 Win=65214 Len=0,,,,,,,,,,,,,,,200.469948,200.157439,0.312509,0.002624,0.309885
335,200.469948,192.168.43.53,69.171.250.60,TCP,571,"[TCP Retransmission] 53443  >  443 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=517",,,,,,,,,,,,,,,200.472572,200.469948,0.002624,0.044184,0.04156
336,200.472572,69.171.250.60,192.168.43.53,TLSv1.3,236,Application Data,,,,,,,,,,,,,,,200.516756,200.472572,0.044184,0.124701,0.080517
337,200.516756,192.168.43.53,69.171.250.60,TCP,54,53442  >  443 [ACK] Seq=2036 Ack=692 Win=65032 Len=0,,,,,,,,,,,,,,,200.641457,200.516756,0.124701,0.002757,0.121944
338,200.641457,69.171.250.60,192.168.43.53,TCP,54,443  >  53443 [ACK] Seq=1 Ack=518 Win=4357 Len=0,,,,,,,,,,,,,,,200.644214,200.641457,0.002757,0.002525,0.000232
339,200.644214,69.171.250.60,192.168.43.53,TLSv1.3,266,"Server Hello, Change Cipher Spec, Application Data",,,,,,,,,,,,,,,200.646739,200.644214,0.002525,0.14634,0.143815
340,200.646739,192.168.43.53,69.171.250.60,TLSv1.3,118,"Change Cipher Spec, Application Data",,,,,,,,,,,,,,,200.793079,200.646739,0.14634,0.003326,0.143014
341,200.793079,69.171.250.60,192.168.43.53,TCP,54,443  >  53443 [ACK] Seq=213 Ack=582 Win=4421 Len=0,,,,,,,,,,,,,,,200.796405,200.793079,0.003326,0,0.003326
342,200.796405,69.171.250.60,192.168.43.53,TLSv1.3,211,Application Data,,,,,,,,,,,,,,,200.796405,200.796405,0,0.000113,0.000113
343,200.796405,69.171.250.60,192.168.43.53,TLSv1.3,128,Application Data,,,,,,,,,,,,,,,200.796518,200.796405,0.000113,1.120041,1.119928
344,200.796518,192.168.43.53,69.171.250.60,TCP,54,53443  >  443 [ACK] Seq=582 Ack=444 Win=65280 Len=0,,,,,,,,,,,,,,,201.916559,200.796518,1.120041,0.047393,1.072648
345,201.916559,69.171.250.60,192.168.43.53,TLSv1.2,143,Application Data,,,,,,,,,,,,,,,201.963952,201.916559,0.047393,2.687404,2.640011
346,201.963952,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=94 Ack=12125 Win=64971 Len=0,,,,,,,,,,,,,,,204.651356,201.963952,2.687404,0.181583,2.505821
347,204.651356,192.168.43.53,74.125.68.188,TCP,55,[TCP Keep-Alive] 53247  >  5228 [ACK] Seq=1 Ack=1 Win=257 Len=1,,,,,,,,,,,,,,,204.832939,204.651356,0.181583,14.633648,14.452065
348,204.832939,74.125.68.188,192.168.43.53,TCP,66,[TCP Keep-Alive ACK] 5228  >  53247 [ACK] Seq=1 Ack=2 Win=274 Len=0 SLE=1 SRE=2,,,,,,,,,,,,,,,219.466587,204.832939,14.633648,0.049975,14.583673
353,219.466587,69.171.250.60,192.168.43.53,TLSv1.2,180,Application Data,,,,,,,,,,,,,,,219.516562,219.466587,0.049975,0.026287,0.023688
354,219.516562,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=94 Ack=12251 Win=64845 Len=0,,,,,,,,,,,,,,,219.542849,219.516562,0.026287,0.05165,0.025363
355,219.542849,69.171.250.60,192.168.43.53,TLSv1.2,172,Application Data,,,,,,,,,,,,,,,219.594499,219.542849,0.05165,17.919248,17.867598
356,219.594499,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=94 Ack=12369 Win=64727 Len=0,,,,,,,,,,,,,,,237.513747,219.594499,17.919248,0.17758,17.741668
359,237.513747,192.168.43.53,74.125.68.138,TCP,55,[TCP Keep-Alive] 53441  >  443 [ACK] Seq=4416 Ack=2993 Win=65536 Len=1,,,,,,,,,,,,,,,237.691327,237.513747,0.17758,4.688221,4.510641
362,237.691327,74.125.68.138,192.168.43.53,TCP,54,[TCP Keep-Alive ACK] 443  >  53441 [ACK] Seq=2993 Ack=4417 Win=18016 Len=0,,,,,,,,,,,,,,,242.379548,237.691327,4.688221,0.137821,4.5504
363,242.379548,192.168.43.53,69.171.250.60,TLSv1.2,85,Application Data,,,,,,,,,,,,,,,242.517369,242.379548,0.137821,0.241261,0.10344
364,242.517369,69.171.250.60,192.168.43.53,TCP,54,443  >  53246 [ACK] Seq=12369 Ack=125 Win=22867 Len=0,,,,,,,,,,,,,,,242.75863,242.517369,0.241261,0.041438,0.199823
365,242.75863,69.171.250.60,192.168.43.53,TLSv1.2,92,Application Data,,,,,,,,,,,,,,,242.800068,242.75863,0.041438,2.687392,2.645954
366,242.800068,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=125 Ack=12407 Win=64689 Len=0,,,,,,,,,,,,,,,245.48746,242.800068,2.687392,0.312501,2.374891
367,245.48746,192.168.43.53,69.171.250.60,TCP,55,[TCP Keep-Alive] 53442  >  443 [ACK] Seq=2035 Ack=692 Win=65032 Len=1,,,,,,,,,,,,,,,245.799961,245.48746,0.312501,1.237503,0.925002
368,245.799961,192.168.43.53,69.171.250.60,TCP,55,[TCP Keep-Alive] 53443  >  443 [ACK] Seq=581 Ack=444 Win=65280 Len=1,,,,,,,,,,,,,,,247.037464,245.799961,1.237503,0.004304,1.233199
369,247.037464,69.171.250.60,192.168.43.53,TCP,54,[TCP Keep-Alive ACK] 443  >  53442 [ACK] Seq=692 Ack=2036 Win=5875 Len=0,,,,,,,,,,,,,,,247.041768,247.037464,0.004304,2.800421,2.796117
370,247.041768,69.171.250.60,192.168.43.53,TCP,54,[TCP Keep-Alive ACK] 443  >  53443 [ACK] Seq=444 Ack=582 Win=4421 Len=0,,,,,,,,,,,,,,,249.842189,247.041768,2.800421,0.161344,2.639077
371,249.842189,192.168.43.53,74.125.68.188,TCP,55,[TCP Keep-Alive] 53247  >  5228 [ACK] Seq=1 Ack=1 Win=257 Len=1,,,,,,,,,,,,,,,250.003533,249.842189,0.161344,15.115257,14.953913
372,250.003533,74.125.68.188,192.168.43.53,TCP,66,[TCP Keep-Alive ACK] 5228  >  53247 [ACK] Seq=1 Ack=2 Win=274 Len=0 SLE=1 SRE=2,,,,,,,,,,,,,,,265.11879,250.003533,15.115257,0,15.115257
375,265.11879,69.171.250.60,192.168.43.53,TCP,54,"[TCP Previous segment not captured] 443  >  53442 [FIN, ACK] Seq=731 Ack=2036 Win=5875 Len=0",,,,,,,,,,,,,,,265.11879,265.11879,0,0.000116,0.000116
376,265.11879,69.171.250.60,192.168.43.53,TCP,93,"[TCP Out-Of-Order] 443  >  53442 [PSH, ACK] Seq=692 Ack=2036 Win=5875 Len=39",,,,,,,,,,,,,,,265.118906,265.11879,0.000116,0.000171,5.5E-05
377,265.118906,192.168.43.53,69.171.250.60,TCP,54,[TCP Dup ACK 337#1] 53442  >  443 [ACK] Seq=2036 Ack=692 Win=65032 Len=0,,,,,,,,,,,,,,,265.119077,265.118906,0.000171,0.000784,0.000613
378,265.119077,192.168.43.53,69.171.250.60,TCP,54,53442  >  443 [ACK] Seq=2036 Ack=732 Win=64993 Len=0,,,,,,,,,,,,,,,265.119861,265.119077,0.000784,0.352734,0.35195
379,265.119861,192.168.43.53,69.171.250.60,TCP,54,"53442  >  443 [FIN, ACK] Seq=2036 Ack=732 Win=64993 Len=0",,,,,,,,,,,,,,,265.472595,265.119861,0.352734,8.3E-05,0.352651
380,265.472595,69.171.250.60,192.168.43.53,TLSv1.3,93,"[TCP Spurious Retransmission] , Application Data",,,,,,,,,,,,,,,265.472678,265.472595,8.3E-05,0.038985,0.038902
381,265.472678,192.168.43.53,69.171.250.60,TCP,66,[TCP Dup ACK 378#1] 53442  >  443 [ACK] Seq=2037 Ack=732 Win=64993 Len=0 SLE=692 SRE=731,,,,,,,,,,,,,,,265.511663,265.472678,0.038985,0.289351,0.250366
382,265.511663,69.171.250.60,192.168.43.53,TCP,54,443  >  53442 [ACK] Seq=732 Ack=2037 Win=5875 Len=0,,,,,,,,,,,,,,,265.801014,265.511663,0.289351,0,0.289351
383,265.801014,69.171.250.60,192.168.43.53,TLSv1.3,93,Application Data,,,,,,,,,,,,,,,265.801014,265.801014,0,0.00011,0.00011
384,265.801014,69.171.250.60,192.168.43.53,TCP,54,"443  >  53443 [FIN, ACK] Seq=483 Ack=582 Win=4421 Len=0",,,,,,,,,,,,,,,265.801124,265.801014,0.00011,2.275309,2.275199
385,265.801124,192.168.43.53,69.171.250.60,TCP,54,53443  >  443 [ACK] Seq=582 Ack=484 Win=65241 Len=0,,,,,,,,,,,,,,,268.076433,265.801124,2.275309,0.635716,1.639593
386,268.076433,192.168.43.53,69.171.250.60,TLSv1.2,85,Application Data,,,,,,,,,,,,,,,268.712149,268.076433,0.635716,0.609343,0.026373
387,268.712149,192.168.43.53,69.171.250.60,TCP,85,"[TCP Retransmission] 53246  >  443 [PSH, ACK] Seq=125 Ack=12407 Win=64689 Len=31",,,,,,,,,,,,,,,269.321492,268.712149,0.609343,1.203096,0.593753
388,269.321492,192.168.43.53,69.171.250.60,TCP,85,"[TCP Retransmission] 53246  >  443 [PSH, ACK] Seq=125 Ack=12407 Win=64689 Len=31",,,,,,,,,,,,,,,270.524588,269.321492,1.203096,2.198089,0.994993
389,270.524588,192.168.43.53,69.171.250.60,TCP,85,"[TCP Retransmission] 53246  >  443 [PSH, ACK] Seq=125 Ack=12407 Win=64689 Len=31",,,,,,,,,,,,,,,272.722677,270.524588,2.198089,0.400754,1.797335
390,272.722677,192.168.43.53,69.171.250.60,TCP,85,"[TCP Retransmission] 53246  >  443 [PSH, ACK] Seq=125 Ack=12407 Win=64689 Len=31",,,,,,,,,,,,,,,273.123431,272.722677,0.400754,0.241656,0.159098
391,273.123431,69.171.250.60,192.168.43.53,TCP,54,443  >  53246 [ACK] Seq=12407 Ack=156 Win=22898 Len=0,,,,,,,,,,,,,,,273.365087,273.123431,0.241656,0.060689,0.180967
392,273.365087,69.171.250.60,192.168.43.53,TLSv1.2,92,Application Data,,,,,,,,,,,,,,,273.425776,273.365087,0.060689,2.971451,2.910762
393,273.425776,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=156 Ack=12445 Win=64651 Len=0,,,,,,,,,,,,,,,276.397227,273.425776,2.971451,0.201521,2.76993
399,276.397227,192.168.43.53,104.214.78.152,TCP,74,53444  >  443 [SYN] Seq=0 Win=65160 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=116845026 TSecr=0,,,,,,,,,,,,,,,276.598748,276.397227,0.201521,0.000147,0.201374
400,276.598748,104.214.78.152,192.168.43.53,TCP,70,"443  >  53444 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1360 SACK_PERM=1 TSval=2225783840 TSecr=116845026",,,,,,,,,,,,,,,276.598895,276.598748,0.000147,0.646285,0.646138
401,276.598895,192.168.43.53,104.214.78.152,TCP,66,53444  >  443 [ACK] Seq=1 Ack=1 Win=65160 Len=0 TSval=116845228 TSecr=2225783840,,,,,,,,,,,,,,,277.24518,276.598895,0.646285,0.566116,0.080169
402,277.24518,192.168.43.53,104.214.78.152,TLSv1.2,280,Client Hello,,,,,,,,,,,,,,,277.811296,277.24518,0.566116,0.812476,0.24636
403,277.811296,192.168.43.53,104.214.78.152,TCP,280,"[TCP Retransmission] 53444  >  443 [PSH, ACK] Seq=1 Ack=1 Win=65160 Len=214 TSval=116846440 TSecr=2225783840",,,,,,,,,,,,,,,278.623772,277.811296,0.812476,0.595354,0.217122
404,278.623772,192.168.43.53,104.214.78.152,TCP,280,"[TCP Retransmission] 53444  >  443 [PSH, ACK] Seq=1 Ack=1 Win=65160 Len=214 TSval=116847253 TSecr=2225783840",,,,,,,,,,,,,,,279.219126,278.623772,0.595354,3.478368,2.883014
405,279.219126,104.214.78.152,192.168.43.53,TCP,66,443  >  53444 [ACK] Seq=1 Ack=215 Win=4054 Len=0 TSval=2225786311 TSecr=116846440,,,,,,,,,,,,,,,282.697494,279.219126,3.478368,0.236915,3.241453
406,282.697494,192.168.43.53,74.125.68.138,TCP,55,[TCP Keep-Alive] 53441  >  443 [ACK] Seq=4416 Ack=2993 Win=65536 Len=1,,,,,,,,,,,,,,,282.934409,282.697494,0.236915,0.225358,0.011557
407,282.934409,74.125.68.138,192.168.43.53,TCP,54,[TCP Keep-Alive ACK] 443  >  53441 [ACK] Seq=2993 Ack=4417 Win=18016 Len=0,,,,,,,,,,,,,,,283.159767,282.934409,0.225358,0.000108,0.22525
408,283.159767,104.214.78.152,192.168.43.53,TLSv1.2,1334,"[TCP Previous segment not captured] , Ignored Unknown Record",,,,,,,,,,,,,,,283.159875,283.159767,0.000108,0.150575,0.150467
409,283.159875,192.168.43.53,104.214.78.152,TCP,78,[TCP Dup ACK 401#1] 53444  >  443 [ACK] Seq=215 Ack=1 Win=65160 Len=0 TSval=116851789 TSecr=2225786311 SLE=4314 SRE=5582,,,,,,,,,,,,,,,283.31045,283.159875,0.150575,0.000108,0.150467
410,283.31045,104.214.78.152,192.168.43.53,TCP,1334,[TCP Out-Of-Order] 443  >  53444 [ACK] Seq=1 Ack=215 Win=4054 Len=1268 TSval=2225790401 TSecr=116851789,,,,,,,,,,,,,,,283.310558,283.31045,0.000108,0.151961,0.151853
411,283.310558,192.168.43.53,104.214.78.152,TCP,78,53444  >  443 [ACK] Seq=215 Ack=1269 Win=63892 Len=0 TSval=116851940 TSecr=2225790401 SLE=4314 SRE=5582,,,,,,,,,,,,,,,283.462519,283.310558,0.151961,0.000106,0.151855
412,283.462519,104.214.78.152,192.168.43.53,TCP,1334,[TCP Retransmission] 443  >  53444 [ACK] Seq=1269 Ack=215 Win=4054 Len=1268 TSval=2225790542 TSecr=116851940,,,,,,,,,,,,,,,283.462625,283.462519,0.000106,0.00295,0.002844
413,283.462625,192.168.43.53,104.214.78.152,TCP,78,53444  >  443 [ACK] Seq=215 Ack=2537 Win=64704 Len=0 TSval=116852092 TSecr=2225790542 SLE=4314 SRE=5582,,,,,,,,,,,,,,,283.465575,283.462625,0.00295,9.7E-05,0.002853
414,283.465575,104.214.78.152,192.168.43.53,TCP,1334,[TCP Retransmission] 443  >  53444 [ACK] Seq=2537 Ack=215 Win=4054 Len=1268 TSval=2225790542 TSecr=116851940,,,,,,,,,,,,,,,283.465672,283.465575,9.7E-05,0.003094,0.002997
415,283.465672,192.168.43.53,104.214.78.152,TCP,78,53444  >  443 [ACK] Seq=215 Ack=3805 Win=63436 Len=0 TSval=116852095 TSecr=2225790542 SLE=4314 SRE=5582,,,,,,,,,,,,,,,283.468766,283.465672,0.003094,0.000116,0.002978
416,283.468766,104.214.78.152,192.168.43.53,TCP,575,[TCP Retransmission] 443  >  53444 [ACK] Seq=3805 Ack=215 Win=4054 Len=509 TSval=2225790542 TSecr=116851940,,,,,,,,,,,,,,,283.468882,283.468766,0.000116,0.016,0.015884
417,283.468882,192.168.43.53,104.214.78.152,TCP,66,53444  >  443 [ACK] Seq=215 Ack=5582 Win=64704 Len=0 TSval=116852098 TSecr=2225790542,,,,,,,,,,,,,,,283.484882,283.468882,0.016,0.145355,0.129355
418,283.484882,192.168.43.53,104.214.78.152,TLSv1.2,224,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,,,,,,,283.630237,283.484882,0.145355,0.244892,0.099537
419,283.630237,104.214.78.152,192.168.43.53,TCP,66,443  >  53444 [ACK] Seq=5582 Ack=373 Win=4212 Len=0 TSval=2225790716 TSecr=116852114,,,,,,,,,,,,,,,283.875129,283.630237,0.244892,0.04662,0.198272
420,283.875129,104.214.78.152,192.168.43.53,TLSv1.2,117,"Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,,,,,,,283.921749,283.875129,0.04662,0.425551,0.378931
421,283.921749,192.168.43.53,104.214.78.152,TCP,66,53444  >  443 [ACK] Seq=373 Ack=5633 Win=64653 Len=0 TSval=116852551 TSecr=2225790972,,,,,,,,,,,,,,,284.3473,283.921749,0.425551,0.149997,0.275554
424,284.3473,192.168.43.53,117.18.237.29,TCP,66,53445  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,,,,,,,284.497297,284.3473,0.149997,0.000158,0.149839
425,284.497297,117.18.237.29,192.168.43.53,TCP,66,"80  >  53445 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM=1 WS=512",,,,,,,,,,,,,,,284.497455,284.497297,0.000158,0.461821,0.461663
426,284.497455,192.168.43.53,117.18.237.29,TCP,54,53445  >  80 [ACK] Seq=1 Ack=1 Win=66560 Len=0,,,,,,,,,,,,,,,284.959276,284.497455,0.461821,0.50932,0.047499
427,284.959276,192.168.43.53,117.18.237.29,HTTP,296,GET /MFEwTzBNMEswSTAJBgUrDgMCGgUABBTBL0V27RVZ7LBduom%2FnYB45SPUEwQU5Z1ZMIJHWMys%2BghUNoZ7OrUETfACEA%2BnRyLFPYjID1ie%2Bx%2BdSjo%3D HTTP/1.1 ,,,,,,,,,,,,,,,285.468596,284.959276,0.50932,0.593715,0.084395
428,285.468596,192.168.43.53,117.18.237.29,TCP,296,"[TCP Retransmission] 53445  >  80 [PSH, ACK] Seq=1 Ack=1 Win=66560 Len=242",,,,,,,,,,,,,,,286.062311,285.468596,0.593715,0.408632,0.185083
429,286.062311,192.168.43.53,117.18.237.29,TCP,296,"[TCP Retransmission] 53445  >  80 [PSH, ACK] Seq=1 Ack=1 Win=66560 Len=242",,,,,,,,,,,,,,,286.470943,286.062311,0.408632,0.003472,0.40516
430,286.470943,117.18.237.29,192.168.43.53,TCP,54,80  >  53445 [ACK] Seq=1 Ack=243 Win=147456 Len=0,,,,,,,,,,,,,,,286.474415,286.470943,0.003472,0.005891,0.002419
431,286.474415,117.18.237.29,192.168.43.53,OCSP,853,Response,,,,,,,,,,,,,,,286.480306,286.474415,0.005891,0.01026,0.004369
432,286.480306,117.18.237.29,192.168.43.53,TCP,66,[TCP Dup ACK 430#1] 80  >  53445 [ACK] Seq=800 Ack=243 Win=147456 Len=0 SLE=1 SRE=243,,,,,,,,,,,,,,,286.490566,286.480306,0.01026,0.087322,0.077062
433,286.490566,117.18.237.29,192.168.43.53,TCP,66,[TCP Dup ACK 430#2] 80  >  53445 [ACK] Seq=800 Ack=243 Win=147456 Len=0 SLE=1 SRE=243,,,,,,,,,,,,,,,286.577888,286.490566,0.087322,0.731367,0.644045
434,286.577888,192.168.43.53,117.18.237.29,TCP,54,53445  >  80 [ACK] Seq=243 Ack=800 Win=65792 Len=0,,,,,,,,,,,,,,,287.309255,286.577888,0.731367,0.343939,0.387428
435,287.309255,192.168.43.53,104.214.78.152,TLSv1.2,238,Application Data,,,,,,,,,,,,,,,287.653194,287.309255,0.343939,0.591133,0.247194
436,287.653194,104.214.78.152,192.168.43.53,TCP,66,443  >  53444 [ACK] Seq=5633 Ack=545 Win=4384 Len=0 TSval=2225794751 TSecr=116855938,,,,,,,,,,,,,,,288.244327,287.653194,0.591133,0.029516,0.561617
437,288.244327,192.168.43.53,104.214.78.152,TCP,54,"53444  >  443 [RST, ACK] Seq=545 Ack=5633 Win=0 Len=0",,,,,,,,,,,,,,,288.273843,288.244327,0.029516,1.200086,1.17057
438,288.273843,192.168.43.53,104.214.78.152,TCP,74,53446  >  443 [SYN] Seq=0 Win=65160 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=116856903 TSecr=0,,,,,,,,,,,,,,,289.473929,288.273843,1.200086,1.999933,0.799847
439,289.473929,192.168.43.53,104.214.78.152,TCP,74,[TCP Retransmission] 53446  >  443 [SYN] Seq=0 Win=65160 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=116858103 TSecr=0,,,,,,,,,,,,,,,291.473862,289.473929,1.999933,0.724604,1.275329
440,291.473862,192.168.43.53,104.214.78.152,TCP,66,[TCP Retransmission] 53446  >  443 [SYN] Seq=0 Win=65160 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,,,,,,,292.198466,291.473862,0.724604,0.000146,0.724458
441,292.198466,104.214.78.152,192.168.43.53,TCP,62,"443  >  53446 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1360 SACK_PERM=1",,,,,,,,,,,,,,,292.198612,292.198466,0.000146,0.000821,0.000675
442,292.198612,192.168.43.53,104.214.78.152,TCP,54,53446  >  443 [ACK] Seq=1 Ack=1 Win=65160 Len=0,,,,,,,,,,,,,,,292.199433,292.198612,0.000821,0.769329,0.768508
443,292.199433,192.168.43.53,104.214.78.152,TLSv1.2,268,Client Hello,,,,,,,,,,,,,,,292.968762,292.199433,0.769329,1.218675,0.449346
444,292.968762,192.168.43.53,104.214.78.152,TCP,268,"[TCP Retransmission] 53446  >  443 [PSH, ACK] Seq=1 Ack=1 Win=65160 Len=214",,,,,,,,,,,,,,,294.187437,292.968762,1.218675,0.937495,0.28118
445,294.187437,192.168.43.53,104.214.78.152,TCP,268,"[TCP Retransmission] 53446  >  443 [PSH, ACK] Seq=1 Ack=1 Win=65160 Len=214",,,,,,,,,,,,,,,295.124932,294.187437,0.937495,0.272119,0.665376
446,295.124932,192.168.43.53,74.125.68.188,TCP,55,[TCP Keep-Alive] 53247  >  5228 [ACK] Seq=1 Ack=1 Win=257 Len=1,,,,,,,,,,,,,,,295.397051,295.124932,0.272119,0.774703,0.502584
449,295.397051,192.168.43.53,69.171.250.60,TLSv1.2,85,Application Data,,,,,,,,,,,,,,,296.171754,295.397051,0.774703,0.412089,0.362614
450,296.171754,192.168.43.53,104.214.78.152,TCP,268,"[TCP Retransmission] 53446  >  443 [PSH, ACK] Seq=1 Ack=1 Win=65160 Len=214",,,,,,,,,,,,,,,296.583843,296.171754,0.412089,0.000261,0.411828
451,296.583843,69.171.250.60,192.168.43.53,TCP,54,443  >  53246 [ACK] Seq=12445 Ack=187 Win=22929 Len=0,,,,,,,,,,,,,,,296.584104,296.583843,0.000261,0.012208,0.011947
452,296.584104,74.125.68.188,192.168.43.53,TCP,66,[TCP Keep-Alive ACK] 5228  >  53247 [ACK] Seq=1 Ack=2 Win=274 Len=0 SLE=1 SRE=2,,,,,,,,,,,,,,,296.596312,296.584104,0.012208,0.145558,0.13335
453,296.596312,104.214.78.152,192.168.43.53,TCP,54,443  >  53446 [ACK] Seq=1 Ack=215 Win=4054 Len=0,,,,,,,,,,,,,,,296.74187,296.596312,0.145558,0.070478,0.07508
454,296.74187,69.171.250.60,192.168.43.53,TLSv1.2,92,Application Data,,,,,,,,,,,,,,,296.812348,296.74187,0.070478,4.760938,4.69046
455,296.812348,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=187 Ack=12483 Win=64613 Len=0,,,,,,,,,,,,,,,301.573286,296.812348,4.760938,0.00066,4.760278
456,301.573286,104.214.78.152,192.168.43.53,TCP,54,"443  >  53446 [RST, ACK] Seq=1 Ack=215 Win=0 Len=0",,,,,,,,,,,,,,,301.573946,301.573286,0.00066,0.378183,0.377523
457,301.573946,192.168.43.53,104.214.78.152,TCP,74,53447  >  443 [SYN] Seq=0 Win=65160 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=116870203 TSecr=0,,,,,,,,,,,,,,,301.952129,301.573946,0.378183,0.000148,0.378035
458,301.952129,104.214.78.152,192.168.43.53,TCP,70,"443  >  53447 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1360 SACK_PERM=1 TSval=123764768 TSecr=116870203",,,,,,,,,,,,,,,301.952277,301.952129,0.000148,0.001072,0.000924
459,301.952277,192.168.43.53,104.214.78.152,TCP,66,53447  >  443 [ACK] Seq=1 Ack=1 Win=65160 Len=0 TSval=116870581 TSecr=123764768,,,,,,,,,,,,,,,301.953349,301.952277,0.001072,0.160224,0.159152
460,301.953349,192.168.43.53,104.214.78.152,TLSv1,214,Client Hello,,,,,,,,,,,,,,,302.113573,301.953349,0.160224,0.127679,0.032545
461,302.113573,104.214.78.152,192.168.43.53,TCP,66,443  >  53447 [ACK] Seq=1 Ack=149 Win=3988 Len=0 TSval=123764769 TSecr=116870581,,,,,,,,,,,,,,,302.241252,302.113573,0.127679,0.050821,0.076858
462,302.241252,69.171.250.60,192.168.43.53,TLSv1.2,472,Application Data,,,,,,,,,,,,,,,302.292073,302.241252,0.050821,3.709167,3.658346
463,302.292073,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=187 Ack=12901 Win=64195 Len=0,,,,,,,,,,,,,,,306.00124,302.292073,3.709167,0.000627,3.70854
464,306.00124,104.214.78.152,192.168.43.53,TCP,54,"443  >  53447 [RST, ACK] Seq=1 Ack=149 Win=0 Len=0",,,,,,,,,,,,,,,306.001867,306.00124,0.000627,0.718409,0.717782
465,306.001867,192.168.43.53,104.214.78.152,TCP,74,53448  >  443 [SYN] Seq=0 Win=65160 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=116874630 TSecr=0,,,,,,,,,,,,,,,306.720276,306.001867,0.718409,0.000155,0.718254
466,306.720276,104.214.78.152,192.168.43.53,TCP,70,"443  >  53448 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1360 SACK_PERM=1 TSval=4249789472 TSecr=116874630",,,,,,,,,,,,,,,306.720431,306.720276,0.000155,0.001398,0.001243
467,306.720431,192.168.43.53,104.214.78.152,TCP,66,53448  >  443 [ACK] Seq=1 Ack=1 Win=65160 Len=0 TSval=116875350 TSecr=4249789472,,,,,,,,,,,,,,,306.721829,306.720431,0.001398,0.391605,0.390207
468,306.721829,192.168.43.53,104.214.78.152,SSLv3,118,Client Hello,,,,,,,,,,,,,,,307.113434,306.721829,0.391605,3.70181,3.310205
469,307.113434,104.214.78.152,192.168.43.53,TCP,66,443  >  53448 [ACK] Seq=1 Ack=53 Win=3892 Len=0 TSval=4249789482 TSecr=116875350,,,,,,,,,,,,,,,310.815244,307.113434,3.70181,0.0775,3.62431
470,310.815244,192.168.43.53,69.171.250.60,TCP,55,[TCP Keep-Alive] 53443  >  443 [ACK] Seq=581 Ack=484 Win=65241 Len=1,,,,,,,,,,,,,,,310.892744,310.815244,0.0775,0.078489,0.000989
471,310.892744,104.214.78.152,192.168.43.53,TCP,54,"443  >  53448 [RST, ACK] Seq=1 Ack=53 Win=0 Len=0",,,,,,,,,,,,,,,310.971233,310.892744,0.078489,9.355783,9.277294
472,310.971233,69.171.250.60,192.168.43.53,TCP,54,[TCP Keep-Alive ACK] 443  >  53443 [ACK] Seq=484 Ack=582 Win=4421 Len=0,,,,,,,,,,,,,,,320.327016,310.971233,9.355783,5.054423,4.30136
475,320.327016,192.168.43.53,117.18.237.29,TCP,54,"53445  >  80 [RST, ACK] Seq=243 Ack=800 Win=0 Len=0",,,,,,,,,,,,,,,325.381439,320.327016,5.054423,0.158893,4.89553
