No.,Time,Source,Destination,Protocol,Length,Info,,,,,,,,,,,,,,,time 2,time 1,delay 1,delay 2,jiter
153,50.390026,74.125.68.138,192.168.43.53,TCP,634,"[TCP Out-Of-Order] 443  >  53441 [PSH, ACK] Seq=213 Ack=1415 Win=15014 Len=580",,,,,,,,,,,,,,,50.390139,50.390026,0.000113,0.000792,0.000679
154,50.390139,192.168.43.53,74.125.68.138,TCP,54,53441  >  443 [ACK] Seq=2800 Ack=824 Win=65792 Len=0,,,,,,,,,,,,,,,50.390931,50.390139,0.000792,0.04089,0.040098
155,50.390931,192.168.43.53,74.125.68.138,TLSv1.3,85,Application Data,,,,,,,,,,,,,,,50.431821,50.390931,0.04089,0.003192,0.037698
156,50.431821,74.125.68.138,192.168.43.53,TCP,54,443  >  53441 [ACK] Seq=824 Ack=2775 Win=16374 Len=0,,,,,,,,,,,,,,,50.435013,50.431821,0.003192,0,0.003192
157,50.435013,74.125.68.138,192.168.43.53,TCP,634,[TCP Out-Of-Order] 443  >  53441 [ACK] Seq=213 Ack=1415 Win=15014 Len=580,,,,,,,,,,,,,,,50.435013,50.435013,0,5.1E-05,5.1E-05
158,50.435013,74.125.68.138,192.168.43.53,TCP,54,443  >  53441 [ACK] Seq=824 Ack=2831 Win=16430 Len=0,,,,,,,,,,,,,,,50.435064,50.435013,5.1E-05,0.087255,0.087204
159,50.435064,192.168.43.53,74.125.68.138,TCP,66,[TCP Dup ACK 154#1] 53441  >  443 [ACK] Seq=2831 Ack=824 Win=65792 Len=0 SLE=213 SRE=793,,,,,,,,,,,,,,,50.522319,50.435064,0.087255,0,0.087255
160,50.522319,74.125.68.138,192.168.43.53,TLSv1.3,569,Application Data,,,,,,,,,,,,,,,50.522319,50.522319,0,0,0
161,50.522319,74.125.68.138,192.168.43.53,TLSv1.3,514,Application Data,,,,,,,,,,,,,,,50.522319,50.522319,0,0,0
162,50.522319,74.125.68.138,192.168.43.53,TLSv1.3,337,"Application Data, Application Data",,,,,,,,,,,,,,,50.522319,50.522319,0,0.000141,0.000141
163,50.522319,74.125.68.138,192.168.43.53,TLSv1.3,93,Application Data,,,,,,,,,,,,,,,50.52246,50.522319,0.000141,0.002612,0.002471
164,50.52246,192.168.43.53,74.125.68.138,TCP,54,53441  >  443 [ACK] Seq=2831 Ack=2121 Win=66560 Len=0,,,,,,,,,,,,,,,50.525072,50.52246,0.002612,0.144862,0.14225
165,50.525072,192.168.43.53,74.125.68.138,TLSv1.3,93,Application Data,,,,,,,,,,,,,,,50.669934,50.525072,0.144862,0,0.144862
166,50.669934,69.171.250.60,192.168.43.53,TLSv1.2,214,"[TCP Previous segment not captured] , Application Data",,,,,,,,,,,,,,,50.669934,50.669934,0,9.9E-05,9.9E-05
167,50.669934,69.171.250.60,192.168.43.53,TCP,494,"[TCP Out-Of-Order] 443  >  53246 [PSH, ACK] Seq=4497 Ack=1 Win=22743 Len=440",,,,,,,,,,,,,,,50.670033,50.669934,9.9E-05,0.000191,9.2E-05
168,50.670033,192.168.43.53,69.171.250.60,TCP,66,[TCP Dup ACK 140#1] 53246  >  443 [ACK] Seq=1 Ack=4497 Win=64671 Len=0 SLE=4937 SRE=5097,,,,,,,,,,,,,,,50.670224,50.670033,0.000191,0.013158,0.012967
169,50.670224,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=1 Ack=5097 Win=64071 Len=0,,,,,,,,,,,,,,,50.683382,50.670224,0.013158,0.04983,0.036672
170,50.683382,69.171.250.60,192.168.43.53,TLSv1.2,274,Application Data,,,,,,,,,,,,,,,50.733212,50.683382,0.04983,0.093754,0.043924
171,50.733212,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=1 Ack=5317 Win=65280 Len=0,,,,,,,,,,,,,,,50.826966,50.733212,0.093754,0.045679,0.048075
172,50.826966,192.168.43.53,74.125.68.138,TCP,93,"[TCP Retransmission] 53441  >  443 [PSH, ACK] Seq=2831 Ack=2121 Win=66560 Len=39",,,,,,,,,,,,,,,50.872645,50.826966,0.045679,6.583413,6.537734
173,50.872645,74.125.68.138,192.168.43.53,TCP,54,443  >  53441 [ACK] Seq=2121 Ack=2870 Win=16469 Len=0,,,,,,,,,,,,,,,57.456058,50.872645,6.583413,0.016098,6.567315
176,57.456058,69.171.250.60,192.168.43.53,TLSv1.2,374,Application Data,,,,,,,,,,,,,,,57.472156,57.456058,0.016098,9.9E-05,0.015999
177,57.472156,69.171.250.60,192.168.43.53,TLSv1.2,235,Application Data,,,,,,,,,,,,,,,57.472255,57.472156,9.9E-05,1.298184,1.298085
178,57.472255,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=1 Ack=5818 Win=64779 Len=0,,,,,,,,,,,,,,,58.770439,57.472255,1.298184,0.019628,1.278556
179,58.770439,69.171.250.60,192.168.43.53,TLSv1.2,274,Application Data,,,,,,,,,,,,,,,58.790067,58.770439,0.019628,0.000214,0.019414
180,58.790067,69.171.250.60,192.168.43.53,TLSv1.2,274,Application Data,,,,,,,,,,,,,,,58.790281,58.790067,0.000214,0.043289,0.043075
181,58.790281,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=1 Ack=6258 Win=64339 Len=0,,,,,,,,,,,,,,,58.83357,58.790281,0.043289,0.045808,0.002519
182,58.83357,69.171.250.60,192.168.43.53,TLSv1.2,412,Application Data,,,,,,,,,,,,,,,58.879378,58.83357,0.045808,7.150251,7.104443
183,58.879378,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=1 Ack=6616 Win=63981 Len=0,,,,,,,,,,,,,,,66.029629,58.879378,7.150251,0.000299,7.149952
188,66.029629,69.171.250.60,192.168.43.53,TLSv1.2,262,Application Data,,,,,,,,,,,,,,,66.029928,66.029629,0.000299,0.000143,0.000156
189,66.029928,69.171.250.60,192.168.43.53,TLSv1.2,235,Application Data,,,,,,,,,,,,,,,66.030071,66.029928,0.000143,1.099024,1.098881
190,66.030071,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=1 Ack=7005 Win=65280 Len=0,,,,,,,,,,,,,,,67.129095,66.030071,1.099024,0.000113,1.098911
191,67.129095,69.171.250.60,192.168.43.53,TLSv1.2,274,Application Data,,,,,,,,,,,,,,,67.129208,67.129095,0.000113,4.3E-05,7E-05
192,67.129208,69.171.250.60,192.168.43.53,TLSv1.2,274,Application Data,,,,,,,,,,,,,,,67.129251,67.129208,4.3E-05,0.288687,0.288644
193,67.129251,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=1 Ack=7445 Win=64840 Len=0,,,,,,,,,,,,,,,67.417938,67.129251,0.288687,0,0.288687
194,67.417938,69.171.250.60,192.168.43.53,TLSv1.2,274,Application Data,,,,,,,,,,,,,,,67.417938,67.417938,0,0.00011,0.00011
195,67.417938,69.171.250.60,192.168.43.53,TLSv1.2,214,Application Data,,,,,,,,,,,,,,,67.418048,67.417938,0.00011,2.00465,2.00454
196,67.418048,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=1 Ack=7825 Win=64460 Len=0,,,,,,,,,,,,,,,69.422698,67.418048,2.00465,0.212543,1.792107
198,69.422698,192.168.43.53,74.125.68.188,TCP,55,[TCP Keep-Alive] 53247  >  5228 [ACK] Seq=1 Ack=1 Win=257 Len=1,,,,,,,,,,,,,,,69.635241,69.422698,0.212543,13.455907,13.243364
199,69.635241,74.125.68.188,192.168.43.53,TCP,66,[TCP Keep-Alive ACK] 5228  >  53247 [ACK] Seq=1 Ack=2 Win=274 Len=0 SLE=1 SRE=2,,,,,,,,,,,,,,,83.091148,69.635241,13.455907,0.008907,13.447
205,83.091148,69.171.250.60,192.168.43.53,TLSv1.2,374,Application Data,,,,,,,,,,,,,,,83.100055,83.091148,0.008907,9.4E-05,0.008813
206,83.100055,69.171.250.60,192.168.43.53,TLSv1.2,235,Application Data,,,,,,,,,,,,,,,83.100149,83.100055,9.4E-05,1.208756,1.208662
207,83.100149,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=1 Ack=8326 Win=63959 Len=0,,,,,,,,,,,,,,,84.308905,83.100149,1.208756,0.003861,1.204895
208,84.308905,69.171.250.60,192.168.43.53,TLSv1.2,214,Application Data,,,,,,,,,,,,,,,84.312766,84.308905,0.003861,0.000102,0.003759
209,84.312766,69.171.250.60,192.168.43.53,TLSv1.2,494,"Application Data, Application Data",,,,,,,,,,,,,,,84.312868,84.312766,0.000102,0.000445,0.000343
210,84.312868,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=1 Ack=8926 Win=65280 Len=0,,,,,,,,,,,,,,,84.313313,84.312868,0.000445,3.2E-05,0.000413
211,84.313313,69.171.250.60,192.168.43.53,TLSv1.2,274,Application Data,,,,,,,,,,,,,,,84.313345,84.313313,3.2E-05,5.430496,5.430464
212,84.313345,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=1 Ack=9146 Win=65060 Len=0,,,,,,,,,,,,,,,89.743841,84.313345,5.430496,0.037565,5.392931
215,89.743841,69.171.250.60,192.168.43.53,TLSv1.2,262,Application Data,,,,,,,,,,,,,,,89.781406,89.743841,0.037565,1E-04,0.037465
216,89.781406,69.171.250.60,192.168.43.53,TLSv1.2,235,Application Data,,,,,,,,,,,,,,,89.781506,89.781406,1E-04,0.634809,0.634709
217,89.781506,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=1 Ack=9535 Win=64671 Len=0,,,,,,,,,,,,,,,90.416315,89.781506,0.634809,0.006664,0.628145
218,90.416315,69.171.250.60,192.168.43.53,TLSv1.2,274,Application Data,,,,,,,,,,,,,,,90.422979,90.416315,0.006664,9.8E-05,0.006566
219,90.422979,69.171.250.60,192.168.43.53,TLSv1.2,143,Application Data,,,,,,,,,,,,,,,90.423077,90.422979,9.8E-05,0.107825,0.107727
220,90.423077,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=1 Ack=9844 Win=64362 Len=0,,,,,,,,,,,,,,,90.530902,90.423077,0.107825,0.029366,0.078459
221,90.530902,69.171.250.60,192.168.43.53,TLSv1.2,274,Application Data,,,,,,,,,,,,,,,90.560268,90.530902,0.029366,9.9E-05,0.029267
222,90.560268,69.171.250.60,192.168.43.53,TLSv1.2,434,"Application Data, Application Data",,,,,,,,,,,,,,,90.560367,90.560268,9.9E-05,0.036716,0.036617
223,90.560367,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=1 Ack=10444 Win=65280 Len=0,,,,,,,,,,,,,,,90.597083,90.560367,0.036716,0.051124,0.014408
224,90.597083,69.171.250.60,192.168.43.53,TLSv1.2,180,Application Data,,,,,,,,,,,,,,,90.648207,90.597083,0.051124,0.674756,0.623632
225,90.648207,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=1 Ack=10570 Win=65154 Len=0,,,,,,,,,,,,,,,91.322963,90.648207,0.674756,0.054888,0.619868
226,91.322963,69.171.250.60,192.168.43.53,TLSv1.2,224,Application Data,,,,,,,,,,,,,,,91.377851,91.322963,0.054888,4.504744,4.449856
227,91.377851,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=1 Ack=10740 Win=64984 Len=0,,,,,,,,,,,,,,,95.882595,91.377851,4.504744,0.076885,4.427859
228,95.882595,192.168.43.53,74.125.68.138,TCP,55,[TCP Keep-Alive] 53441  >  443 [ACK] Seq=2869 Ack=2121 Win=66560 Len=1,,,,,,,,,,,,,,,95.95948,95.882595,0.076885,5.775683,5.698798
229,95.95948,74.125.68.138,192.168.43.53,TCP,54,[TCP Keep-Alive ACK] 443  >  53441 [ACK] Seq=2121 Ack=2870 Win=16469 Len=0,,,,,,,,,,,,,,,101.735163,95.95948,5.775683,0.000495,5.775188
236,101.735163,192.168.43.53,74.125.68.138,TLSv1.3,173,Application Data,,,,,,,,,,,,,,,101.735658,101.735163,0.000495,0.000396,9.9E-05
237,101.735658,192.168.43.53,74.125.68.138,TLSv1.3,93,Application Data,,,,,,,,,,,,,,,101.736054,101.735658,0.000396,0.156138,0.155742
238,101.736054,192.168.43.53,74.125.68.138,TLSv1.3,1404,Application Data,,,,,,,,,,,,,,,101.892192,101.736054,0.156138,0.016867,0.139271
239,101.892192,74.125.68.138,192.168.43.53,TCP,54,443  >  53441 [ACK] Seq=2121 Ack=2989 Win=16588 Len=0,,,,,,,,,,,,,,,101.909059,101.892192,0.016867,0.003853,0.013014
240,101.909059,74.125.68.138,192.168.43.53,TCP,54,443  >  53441 [ACK] Seq=2121 Ack=3028 Win=16627 Len=0,,,,,,,,,,,,,,,101.912912,101.909059,0.003853,0.00319,0.000663
241,101.912912,74.125.68.138,192.168.43.53,TLSv1.3,93,Application Data,,,,,,,,,,,,,,,101.916102,101.912912,0.00319,0.048373,0.045183
242,101.916102,74.125.68.138,192.168.43.53,TCP,54,443  >  53441 [ACK] Seq=2160 Ack=4378 Win=17977 Len=0,,,,,,,,,,,,,,,101.964475,101.916102,0.048373,0.103841,0.055468
243,101.964475,192.168.43.53,74.125.68.138,TCP,54,53441  >  443 [ACK] Seq=4378 Ack=2160 Win=66560 Len=0,,,,,,,,,,,,,,,102.068316,101.964475,0.103841,0.052462,0.051379
244,102.068316,74.125.68.138,192.168.43.53,TLSv1.3,135,Application Data,,,,,,,,,,,,,,,102.120778,102.068316,0.052462,0.036706,0.015756
245,102.120778,192.168.43.53,74.125.68.138,TCP,54,53441  >  443 [ACK] Seq=4378 Ack=2241 Win=66304 Len=0,,,,,,,,,,,,,,,102.157484,102.120778,0.036706,0,0.036706
246,102.157484,74.125.68.138,192.168.43.53,TLSv1.3,559,Application Data,,,,,,,,,,,,,,,102.157484,102.157484,0,0,0
247,102.157484,74.125.68.138,192.168.43.53,TLSv1.3,262,"Application Data, Application Data",,,,,,,,,,,,,,,102.157484,102.157484,0,0.000128,0.000128
248,102.157484,74.125.68.138,192.168.43.53,TLSv1.3,93,Application Data,,,,,,,,,,,,,,,102.157612,102.157484,0.000128,0.001118,0.00099
249,102.157612,192.168.43.53,74.125.68.138,TCP,54,53441  >  443 [ACK] Seq=4378 Ack=2993 Win=65536 Len=0,,,,,,,,,,,,,,,102.15873,102.157612,0.001118,0.171404,0.170286
250,102.15873,192.168.43.53,74.125.68.138,TLSv1.3,93,Application Data,,,,,,,,,,,,,,,102.330134,102.15873,0.171404,0.257276,0.085872
251,102.330134,74.125.68.138,192.168.43.53,TCP,54,443  >  53441 [ACK] Seq=2993 Ack=4417 Win=18016 Len=0,,,,,,,,,,,,,,,102.58741,102.330134,0.257276,0.043707,0.213569
252,102.58741,69.171.250.60,192.168.43.53,TLSv1.2,262,Application Data,,,,,,,,,,,,,,,102.631117,102.58741,0.043707,1.162264,1.118557
253,102.631117,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=1 Ack=10948 Win=64776 Len=0,,,,,,,,,,,,,,,103.793381,102.631117,1.162264,9.6E-05,1.162168
254,103.793381,69.171.250.60,192.168.43.53,TLSv1.2,262,"[TCP Spurious Retransmission] , Application Data",,,,,,,,,,,,,,,103.793477,103.793381,9.6E-05,0.441666,0.44157
255,103.793477,192.168.43.53,69.171.250.60,TCP,66,[TCP Dup ACK 253#1] 53246  >  443 [ACK] Seq=1 Ack=10948 Win=64776 Len=0 SLE=10740 SRE=10948,,,,,,,,,,,,,,,104.235143,103.793477,0.441666,0.034736,0.40693
256,104.235143,69.171.250.60,192.168.43.53,TLSv1.2,582,Application Data,,,,,,,,,,,,,,,104.269879,104.235143,0.034736,9.4E-05,0.034642
257,104.269879,69.171.250.60,192.168.43.53,TLSv1.2,224,Application Data,,,,,,,,,,,,,,,104.269973,104.269879,9.4E-05,1.011835,1.011741
258,104.269973,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=1 Ack=11646 Win=64078 Len=0,,,,,,,,,,,,,,,105.281808,104.269973,1.011835,0.050919,0.960916
259,105.281808,69.171.250.60,192.168.43.53,TLSv1.2,224,Application Data,,,,,,,,,,,,,,,105.332727,105.281808,0.050919,9.316412,9.265493
260,105.332727,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=1 Ack=11816 Win=65280 Len=0,,,,,,,,,,,,,,,114.649139,105.332727,9.316412,16.735079,7.418667
263,114.649139,192.168.43.53,74.125.68.188,TCP,55,[TCP Keep-Alive] 53247  >  5228 [ACK] Seq=1 Ack=1 Win=257 Len=1,,,,,,,,,,,,,,,131.384218,114.649139,16.735079,0.306989,16.42809
264,131.384218,192.168.43.53,69.171.250.60,TLSv1.2,85,Application Data,,,,,,,,,,,,,,,131.691207,131.384218,0.306989,0.240312,0.066677
265,131.691207,69.171.250.60,192.168.43.53,TCP,54,443  >  53246 [ACK] Seq=11816 Ack=32 Win=22774 Len=0,,,,,,,,,,,,,,,131.931519,131.691207,0.240312,0.04542,0.194892
266,131.931519,69.171.250.60,192.168.43.53,TLSv1.2,92,Application Data,,,,,,,,,,,,,,,131.976939,131.931519,0.04542,4.590086,4.544666
267,131.976939,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=32 Ack=11854 Win=65242 Len=0,,,,,,,,,,,,,,,136.567025,131.976939,4.590086,0.044661,4.545425
268,136.567025,69.171.250.60,192.168.43.53,TLSv1.2,160,Application Data,,,,,,,,,,,,,,,136.611686,136.567025,0.044661,10.728345,10.683684
269,136.611686,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=32 Ack=11960 Win=65136 Len=0,,,,,,,,,,,,,,,147.340031,136.611686,10.728345,0.151437,10.576908
272,147.340031,192.168.43.53,74.125.68.138,TCP,55,[TCP Keep-Alive] 53441  >  443 [ACK] Seq=4416 Ack=2993 Win=65536 Len=1,,,,,,,,,,,,,,,147.491468,147.340031,0.151437,12.159467,12.00803
273,147.491468,74.125.68.138,192.168.43.53,TCP,54,[TCP Keep-Alive ACK] 443  >  53441 [ACK] Seq=2993 Ack=4417 Win=18016 Len=0,,,,,,,,,,,,,,,159.650935,147.491468,12.159467,1.729615,10.429852
275,159.650935,192.168.43.53,74.125.68.188,TCP,55,[TCP Keep-Alive] 53247  >  5228 [ACK] Seq=1 Ack=1 Win=257 Len=1,,,,,,,,,,,,,,,161.38055,159.650935,1.729615,0.292405,1.43721
278,161.38055,192.168.43.53,69.171.250.60,TLSv1.2,85,Application Data,,,,,,,,,,,,,,,161.672955,161.38055,0.292405,0.480226,0.187821
279,161.672955,69.171.250.60,192.168.43.53,TCP,54,443  >  53246 [ACK] Seq=11960 Ack=63 Win=22805 Len=0,,,,,,,,,,,,,,,162.153181,161.672955,0.480226,0.055178,0.425048
280,162.153181,69.171.250.60,192.168.43.53,TLSv1.2,92,Application Data,,,,,,,,,,,,,,,162.208359,162.153181,0.055178,1.066132,1.010954
281,162.208359,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=63 Ack=11998 Win=65098 Len=0,,,,,,,,,,,,,,,163.274491,162.208359,1.066132,8E-05,1.066052
282,163.274491,69.171.250.60,192.168.43.53,TLSv1.2,92,"[TCP Spurious Retransmission] , Application Data",,,,,,,,,,,,,,,163.274571,163.274491,8E-05,27.360968,27.360888
283,163.274571,192.168.43.53,69.171.250.60,TCP,66,[TCP Dup ACK 281#1] 53246  >  443 [ACK] Seq=63 Ack=11998 Win=65098 Len=0 SLE=11960 SRE=11998,,,,,,,,,,,,,,,190.635539,163.274571,27.360968,0.06691,27.294058
288,190.635539,192.168.43.53,69.171.250.60,TCP,66,53442  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,,,,,,,190.702449,190.635539,0.06691,0.089083,0.022173
289,190.702449,192.168.43.53,69.171.250.60,TCP,66,53443  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,,,,,,,190.791532,190.702449,0.089083,0,0.089083
290,190.791532,69.171.250.60,192.168.43.53,TCP,62,"443  >  53442 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1360 SACK_PERM=1",,,,,,,,,,,,,,,190.791532,190.791532,0,0.000169,0.000169
291,190.791532,69.171.250.60,192.168.43.53,TCP,62,"443  >  53443 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1360 SACK_PERM=1",,,,,,,,,,,,,,,190.791701,190.791532,0.000169,0.000408,0.000239
292,190.791701,192.168.43.53,69.171.250.60,TCP,54,53442  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,,,,,,,190.792109,190.791701,0.000408,0.000465,5.7E-05
293,190.792109,192.168.43.53,69.171.250.60,TCP,54,53443  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,,,,,,,190.792574,190.792109,0.000465,0.000902,0.000437
294,190.792574,192.168.43.53,69.171.250.60,TLSv1.3,571,Client Hello,,,,,,,,,,,,,,,190.793476,190.792574,0.000902,0.306591,0.305689
295,190.793476,192.168.43.53,69.171.250.60,TLSv1.3,571,Client Hello,,,,,,,,,,,,,,,191.100067,190.793476,0.306591,0.12499,0.181601
296,191.100067,192.168.43.53,69.171.250.60,TCP,571,"[TCP Retransmission] 53443  >  443 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=517",,,,,,,,,,,,,,,191.225057,191.100067,0.12499,0.156735,0.031745
297,191.225057,192.168.43.53,69.171.250.60,TCP,571,"[TCP Retransmission] 53442  >  443 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=517",,,,,,,,,,,,,,,191.381792,191.225057,0.156735,0.061997,0.094738
298,191.381792,192.168.43.53,69.171.250.60,TLSv1.2,85,Application Data,,,,,,,,,,,,,,,191.443789,191.381792,0.061997,0.281219,0.219222
299,191.443789,192.168.43.53,69.171.250.60,TCP,571,"[TCP Retransmission] 53443  >  443 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=517",,,,,,,,,,,,,,,191.725008,191.443789,0.281219,0.187491,0.093728
300,191.725008,192.168.43.53,69.171.250.60,TCP,571,"[TCP Retransmission] 53442  >  443 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=517",,,,,,,,,,,,,,,191.912499,191.725008,0.187491,0.140633,0.046858
301,191.912499,192.168.43.53,69.171.250.60,TCP,85,"[TCP Retransmission] 53246  >  443 [PSH, ACK] Seq=63 Ack=11998 Win=65098 Len=31",,,,,,,,,,,,,,,192.053132,191.912499,0.140633,0.453107,0.312474
302,192.053132,192.168.43.53,69.171.250.60,TCP,571,"[TCP Retransmission] 53443  >  443 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=517",,,,,,,,,,,,,,,192.506239,192.053132,0.453107,0.015755,0.437352
303,192.506239,192.168.43.53,74.125.68.138,TCP,55,[TCP Keep-Alive] 53441  >  443 [ACK] Seq=4416 Ack=2993 Win=65536 Len=1,,,,,,,,,,,,,,,192.521994,192.506239,0.015755,0.124857,0.109102
304,192.521994,192.168.43.53,69.171.250.60,TCP,85,"[TCP Retransmission] 53246  >  443 [PSH, ACK] Seq=63 Ack=11998 Win=65098 Len=31",,,,,,,,,,,,,,,192.646851,192.521994,0.124857,0.609369,0.484512
305,192.646851,192.168.43.53,69.171.250.60,TCP,571,"[TCP Retransmission] 53442  >  443 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=517",,,,,,,,,,,,,,,193.25622,192.646851,0.609369,0.406233,0.203136
306,193.25622,192.168.43.53,69.171.250.60,TCP,571,"[TCP Retransmission] 53443  >  443 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=517",,,,,,,,,,,,,,,193.662453,193.25622,0.406233,0.096565,0.309668
307,193.662453,192.168.43.53,69.171.250.60,TCP,85,"[TCP Retransmission] 53246  >  443 [PSH, ACK] Seq=63 Ack=11998 Win=65098 Len=31",,,,,,,,,,,,,,,193.759018,193.662453,0.096565,0.001436,0.095129
308,193.759018,69.171.250.60,192.168.43.53,TCP,54,443  >  53442 [ACK] Seq=1 Ack=518 Win=4357 Len=0,,,,,,,,,,,,,,,193.760454,193.759018,0.001436,0.002458,0.001022
309,193.760454,69.171.250.60,192.168.43.53,TLSv1.3,266,"Server Hello, Change Cipher Spec, Application Data",,,,,,,,,,,,,,,193.762912,193.760454,0.002458,0.000812,0.001646
310,193.762912,192.168.43.53,69.171.250.60,TLSv1.3,118,"Change Cipher Spec, Application Data",,,,,,,,,,,,,,,193.763724,193.762912,0.000812,0.001321,0.000509
311,193.763724,192.168.43.53,69.171.250.60,TLSv1.3,146,Application Data,,,,,,,,,,,,,,,193.765045,193.763724,0.001321,0.000939,0.000382
312,193.765045,192.168.43.53,69.171.250.60,TLSv1.3,511,Application Data,,,,,,,,,,,,,,,193.765984,193.765045,0.000939,0.986107,0.985168
313,193.765984,192.168.43.53,69.171.250.60,TLSv1.3,928,Application Data,,,,,,,,,,,,,,,194.752091,193.765984,0.986107,8.5E-05,0.986022
314,194.752091,69.171.250.60,192.168.43.53,TLSv1.3,266,"[TCP Spurious Retransmission] , Server Hello, Change Cipher Spec, Application Data",,,,,,,,,,,,,,,194.752176,194.752091,8.5E-05,0.384233,0.384148
315,194.752176,192.168.43.53,69.171.250.60,TCP,66,[TCP Dup ACK 310#1] 53442  >  443 [ACK] Seq=2005 Ack=213 Win=64028 Len=0 SLE=1 SRE=213,,,,,,,,,,,,,,,195.136409,194.752176,0.384233,0.000437,0.383796
316,195.136409,69.171.250.60,192.168.43.53,TCP,54,443  >  53246 [ACK] Seq=11998 Ack=94 Win=22836 Len=0,,,,,,,,,,,,,,,195.136846,195.136409,0.000437,0.146695,0.146258
317,195.136846,69.171.250.60,192.168.43.53,TCP,54,443  >  53442 [ACK] Seq=213 Ack=582 Win=4421 Len=0,,,,,,,,,,,,,,,195.283541,195.136846,0.146695,0,0.146695
318,195.283541,69.171.250.60,192.168.43.53,TLSv1.3,211,Application Data,,,,,,,,,,,,,,,195.283541,195.283541,0,0.000183,0.000183
319,195.283541,69.171.250.60,192.168.43.53,TLSv1.3,128,Application Data,,,,,,,,,,,,,,,195.283724,195.283541,0.000183,0.000296,0.000113
320,195.283724,192.168.43.53,69.171.250.60,TCP,54,53442  >  443 [ACK] Seq=2005 Ack=444 Win=65280 Len=0,,,,,,,,,,,,,,,195.28402,195.283724,0.000296,0,0.000296
321,195.28402,69.171.250.60,192.168.43.53,TCP,54,443  >  53442 [ACK] Seq=444 Ack=674 Win=4513 Len=0,,,,,,,,,,,,,,,195.28402,195.28402,0,0,0
322,195.28402,69.171.250.60,192.168.43.53,TLSv1.3,85,Application Data,,,,,,,,,,,,,,,195.28402,195.28402,0,0.001005,0.001005
323,195.28402,69.171.250.60,192.168.43.53,TLSv1.2,92,Application Data,,,,,,,,,,,,,,,195.285025,195.28402,0.001005,0.039918,0.038913
324,195.285025,192.168.43.53,69.171.250.60,TLSv1.3,85,Application Data,,,,,,,,,,,,,,,195.324943,195.285025,0.039918,0.278184,0.238266
325,195.324943,192.168.43.53,69.171.250.60,TCP,54,53246  >  443 [ACK] Seq=94 Ack=12036 Win=65060 Len=0,,,,,,,,,,,,,,,195.603127,195.324943,0.278184,0.065583,0.212601
326,195.603127,69.171.250.60,192.168.43.53,TCP,54,[TCP Dup ACK 321#1] 443  >  53442 [ACK] Seq=475 Ack=674 Win=4513 Len=0,,,,,,,,,,,,,,,195.66871,195.603127,0.065583,0.488844,0.423261
327,195.66871,192.168.43.53,69.171.250.60,TCP,571,"[TCP Retransmission] 53443  >  443 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=517",,,,,,,,,,,,,,,196.157554,195.66871,0.488844,2.749931,2.261087
